date;name;tweet;sentimen
Oct-28;katakopi;Channel kesayangan  harus diperjuangkan. ;netral
Oct-28;fziiiii;Asli si nikmat banget  baru pertama nyobain kartu ini langsung jatuh hati dan pemakaian udah hampir 9 bulanan. Paketannya murah  speed cepet  topping kuota banyak banget pilihannya. Cocok buat anak muda seperti saya yang doyan main sosmed wkwk. Pokoknya JOSS menjadi anak by.U;positif
Oct-28;Zant¨̮♥︎;lanjut- ga cuma itu doang di apl by.U kita disediain pojok hiburan kaya mixtape lagu” lama dan yg lagi ngetren  ada podcast juga dong buat mahasiswa dll  ada juga zona anti kudet yg nyediain artikel singkat biar kita ga kudet;negatif
Oct-28;mel;Enaknya jadi #AnakbyU bisa skripsian sampe wisuda bisa hotspot dari hp. Gaperlu repot2 cari wifi cafe. Gaperlu khawatir kuota pake BY.U #SemuanyaSemaunya Tapi serius ya pengalaman pribadi aku kmrin wisuda online  hotspot dari hp pake BY.U gaperlu khawatirin kuota. SENENG BANGET;positif
Oct-28;katakopi;Bodoamat follower turun  yg penting dpt promo data buat bulan depan.   Streaming channel @gayengco ya butuh data banyak.   Thank you @byu_id [emo kiss]  #pandemihemat;negatif
Oct-28;Esau Uneputty;Nikmatnya jadi #AnakbyU itu enak banget kuota murah  belinya gampang  dan promonya banyak baget syng deh sama byU  udah pake 2 bulan dan emang se woth it itu puas banget apa lagi jaringannya kenceng behhh nyaman banget ngak mau ganti2 provider lagi sayang byU #SemuanyaSemaunya;positif
Oct-28;ㅅㅗㄱㄴ;@byu_id min pengiriman by.u bisa ke malut ga?;netral
Oct-28;𝒫𝒾𝓀𝓎-𝓈𝓈𝒾;Mau ikutan cerita nikmatnya jadi #AnakbyU   paketannya affordable banget deh ada yg unlimited  topping sama ada paket #SemuanyaSemaunya . Pulsanya ga tiba2 kesedot kalau kuota abis  trus sinyalnya juga bagus dan sering ngasih bonus. Jadi cintaaa sama byu!;positif
Oct-28;𝖆𝖗𝖎𝖋 𝕬𝖟𝖎𝖟𝖚𝖑 𝖍𝖆𝖐𝖎𝖒;Enak banget min jadi #AnakbyU sinyalnya mantap stabil ada kuota harian yang pas buat weekend download film  game  buat mabar juga. monthiversary dikasih kuota juga dong. Sekarang ada kuota unlimited no fup lagi tambah mantap #SemuanyaSemaunya;positif
Oct-28;Shal;@byu_id KEPO  GAUL  GOKIL    Mantul;negatif
Oct-28;Isti;Nikmatnya jadi #AnakbyU sering bgt ada promo salah satunya beli kuota harga 50rb biasa cuma dpt 10GB sekarang ada tambahan cuan 5GB & bisa pilih paket #SemuanyaSemaunya  udah gitu sinyalnya lancar gak pake lelet. Pokoknya by.U emang provider paling keren & paling mengerti.;negatif
Oct-28;Lattee⁷ᴮᴱ;Nikmat nya jadi #AnakbyU tuhh kuota nya puas bangetttt  pas lagi di kantong pelajar pokonya bikin happyyy gak bagi bagi lagi  #omnibusitubaik gak boros hemat pula ;negatif
Oct-28;Dahlah;Sebenernya jadi @anakbyU itu enak gais ....sinyal oke di saat yg lain drop asal klen tau aja klo pake kuota reguler biasa bisa bulak balik aplikasi operator buat liat ini kuota tinggal berapa tapi pas ada unlimited di by.u #SemuanyaSemaunya  ga pernah bolak balik lagi woilah;positif
Oct-28;Diyawwwsss ;Aku banget  wlwpn rumah pelosok sinyal lancar dan hemat data ;negatif
Oct-28;Stari Syu;Sumpah jadi #AnakbyU itu enak banget  w bsa berbagi ke tman w  nyalain hotspot tanpa takut kehabisan krn by.u dong  no lemot lemot pas nonton konser  intinya #SemuanyaSemaunya dehhh... Cinta banget sama @byu_id;positif
Oct-28;Handar Beni;Paket am jay 1.5mbps aja belum habis.... Ini 2 mbps... Mending seperti ini dari pada kuota... Am jay mantap byu...;positif
Oct-28;herlince;Iya kak ini kenceng sinyal dan 50gb hanya 100k ka;netral
Oct-28;Lazuardi Ahmad Zulfikar;Lebih upgrade ke kecepatan sinyal aja dong.. Kita cuman pengen sinyal internet nya lebih kenceng  di ambon sering bgt sinyal hilang atau rata2 cuman 150-250 Kbps doang;negatif
Oct-28;alien;pdhl baru 2 minggu lalu beli yg unlimited buat sebulan trs mikir2 akhirnya beli aja deh pake kartu baru yg 50gb 100rb buat stok bulan depan.  ps. sengaja ambil sendiri di indoapril biar dapet lemon tea gratis;positif
Oct-28;Fani;Semenjak jadi #Anakbyu pemakaian internet lebih irit karna ada pilihan toping² nya  sinyal stabil cocok buat mabar bareng temen  download juga stabil dan kentjeng ditambah banyak promo - promo menarik   apalagi ada kuota #SemuanyaSemaunya   internetan makin puas;positif
Oct-28;tommo's wife;mnrutku sejauh ini cm provider by.u yg bkin penggunanya nyaman bgt. kuota toppingnya juga murah banget  ngga bkin boros pake by.u dan byk voucher yg by.u kasih buat penggunanya selain itu pas buat kantong pelajar kaya aku luvv banget #AnakbyU #SemuanyaSemaunya;negatif
Oct-28;Bobby's;Bener mas tadi saya juga nanya itu ke nindy tapi gak dibalas ;negatif
Oct-28;Hola Bang B;Nikmatnya jadi #AnakByu itu dulu pas kenal Byu dari promo IG sih pas sebelum pandemik terus aku bingung cari eh ternyata ad Byu bikin kantong nyaman kouta jadi tenang #SemuanyaSemaunya  Instagramku : @Basyr90;positif
Oct-28;L i a.;Rasanya jadi #AnakbyU tuh enak pas ujan ga tiba-tiba sinyalnya ilang. Waktu beli nomernya dapet gratisan minum juga (kebetulan waktu itu lagi haus)  beneran sehari langsung nyampe. Suka bikin kaget sama promonya yang tiba-tiba.;positif
Oct-28;Johan Ferdyansyah;Pengalaman saya jadi #AnakbyU sangat menyenangkan mulai dari beli paketan 10rb/hari untuk download Anime dan paket 100rb/bulan #SemuanyaSemaunya;positif
Oct-28;alip;Mending gaspol beli yg murah deh kk 100K dapet 50GB  jangan sampe nyesel sih kk;negatif
Oct-28;dayen²⁵;dari dulu rekor per bulan pake kuota tuh cuman 20-30GB  tapi pas pake @byu_id kayaknya bakal rekor sampe 100GB;negatif
Oct-28;A Ghost Soesanto;#AnakbyU #SemuanyaSemaunya  Pengalaman nya sih enak  satu hal yang gue suka pas kuota abis  Kita masih bisa akses aplikasi By.U buat isi ulang dan gak lelet.... plus gak nyedot pulsa kita.... Jadinya udah enak enak poll...;positif
Oct-28;Prawi Awaliyah;Masa sih ka  aq pakai kok lancar2 aja ya pakai yang 50Gb 100rb itu loh  mantul banget buat download2.;negatif
Oct-28;Neill;Engga kok perasaan  aku udah 6 bulanan sama by.u aja dapet kok wkwkw;negatif
Oct-28;Yosh!!!;"Enaknya jadi anak by.u tuh.. Di manjain terus Ama Mimin dengan supries² yg tak terduga:"" entah itu promo kuota / kuota gratisan / giveaway yg selalu diadain:"" Tapi yg paling gua suka jadi anak by.u adalah topping + paket kuota yg ramah bgt di kantong:"" #AnakbyU #SemuanyaSemaunya";positif
Oct-28;AndhikaMaulana;"Menurut saya by.u itu provider yang sangat menarik buat kaum rebahan  karena harga kuotanya nya jga pas banget buat kantong pelajar  nah setiap 3/6/9/12 pasti selalu ngasih kuota langgeng'an selain itu jga ada fitur"" yg menarik di aplikasi by.u #AnakbyU #SemuanyaSemaunya";netral
Oct-28;Evi Nurhayati;by.u punya anak wqwq @enmore_v1;netral
Oct-28;Ｗａｗａ bukan Ｗａｗａｎ;Gamau kuota utama? Cuma mau buat twitteran? Pake topping aja! Banyak pilihannya  banyak kuotanya  murah harganya  pokoknya #SemuanyaSemaunya  Oiya  buat aku yg gabisa lepas dari game  YouTube  Netflix sama Telegram paling cocok pake kuota unlimited By.U;negatif
Oct-28;Fyaalsya;Kualitas bagus nih kk Coba deh kk mumpung masih murah loh kk 100k 50GB;positif
Oct-28;fira_sakina;hdehh kaa coba dlu deh yang paket 50gb 100k aku pake buat daring drakoran sampe streaming yt pun lancar koo;netral
Oct-28;Ritaernila4;Aku aja sinyalnya Bagus kok cukup 100k udah bisa 50GB;positif
Oct-28;keysaazizah;Cus ka lumayan nih 50gb hanya 100k sinyal knceng;positif
Oct-28;Dewi ngurahraida;Hoho 100K 50GB masih kurang murah kk? aku mah ini syukur bat dah;positif
Oct-28;d a v i d;Balik lagi ke pertanyaan. Enaknya jadi #AnakbyU  Itu  speed buat download nya yang bikin pw abis. Terutama untuk daerah rumah gua yang hampir semua provider itu tidak ada sinyal  bahkan Telkomsel nya aja tidak ada sinyal. Tapi byu anehnya ada. ya itu enaknya #AnakbyU #SemuanyaSemaunya;negatif
Oct-28;Ritaernila3;Aku aja pakai yang 100k paket 50GB kenceng kok;negatif
Oct-28;Romi Adiansah;Sebel banget sama @byu_id ngasih promo disaat udah beli paket ;netral
Oct-28;Ahmad Fawzy;Nikmatnya jd #AnakbyU tuh bisa aman setiap saat  kenapa bisa aman? Karena beli kuota sesuai kebutuhan  dirumah ada wifi di kantor ada wifi. Kuota tuh beli saat keluar aja  misal diluar 1 jam beli sejam  misal diluar lama beli yg 6jam. Cukup stok pulsa #AnakbyU #SemuanyaSemaunya;positif
Oct-28;Rival Kang Daniel;haha klo lu itu percaya Bit apa Byte?;positif
Oct-28;keysaazizah;Beruntung banget belajar 50gb hanya 100k;positif
Oct-28;Afiladenisa;Kan paket 100k 50GB jga bisa buat belajar kk jangan nanggung2;netral
Oct-28;Arif Nur Hidayat;Nikmatnya jadi #AnakbyU adalah bisa nonton #PMPLSeaFinals 3 hari berturut-turut hanya dengan 10rb dan menjadi saksi @bigetronesports Juara Sea ;netral
Oct-28;-fizsh-;Enak banget jadi #AnakbyU soalnya setiap Month anniversary dapet kuota gratisa  paketan nya murah2 dan pasti nya sinyal nya gak diragukan lagi;negatif
Oct-28;vic_rattlehead;Jogja-klaten. Blm coba di kota lain. Unlimited 30hari;netral
Oct-28;delisa199;Bahagia banget gw tau ngk  gapapa deh gada punya doi  yg penting drakor lanjutttt   cari dmana lagikan 100k cuma 50GB;positif
Oct-28;Kevin Pratama;Enak Banget Make By.u Jaringan Selalu Stabil Apalagi Buat Zoom Di Zaman Pandemi Ini Selalu Lancar Dan Selalu Dapat Bonus Setiap Beli Kuota Intinya Udah Nyaman Bngt Sama By.u Gabisa Rasanya Buat Ninggalin Xixixi Ini Lah Enaknya Jadi #AnakbyU Jadi Bisa #SemuanyaSemaunya;positif
Oct-28;light° | ;Jadi #AnakbyU enak bgt  selain paketan dan topping #SemuanyaSemaunya kecepatannya bukan main bro sampai pamer ke keluarga kalau pakai kartu By.U enak bgt udh murah lancar jaya lagi. dan pembayaran pun bs lwt mana aja kakakku sampai akhirnya beli gara-gara pengen;positif
Oct-28;Junk™;Nikmatnya dengerin lagu di by.u sebelum tidur tanpa ragu kuota berkurang! #AnakbyU #SemuanyaSemaunya;negatif
Oct-28;Tanti;By.U kenapa lagi rese ya.. sering susah sinyal padahal 4G. Bahkan lg zoom  sering putus  ngga stabil.. beda ama induknya  Kdg tebak2an enakan turunin 3G or ke 4G  hmm..;negatif
Oct-28;InuYasha;Ada yang mau jadi #AnakbyU juga gais??? Mau dapet kuota 2GB cuma-cuma? #SemuanyaSemaunya   Yuk pesan simcard @byu_id sekarang juga  tinggal klik link referralku dibawah ini biar dapet kuota 2GB cuma-cuma. https://byu.id/referral?code=BYWISN3768146&action=referral&type=referral…;netral
Oct-28;RITA ERNILA CIMBUO ZEGA;Hanya bayar 100ribu bisa Dapat 50gb mantul banget;netral
Oct-28;𝒊 𝒍𝒐𝒆𝒚 𝒚𝒐𝒖 || 𝒂𝒓𝒂;baru isi bgttt hhuaaaaaa;netral
Oct-28;Potato;Min yang 50ribu 15gb jangan di ilangin sampai kapan pun..;netral
Oct-28;Aditya.ea;Bisa banget  saya nge zoom buat kuliah sebulan ini always pakai hotspot hp  amann;netral
Oct-28;reza;oper sini min  udah mau sakaratul maut nih  #AnakbyU;netral
Oct-28;InuYasha;Ya tentu saja tidak   Ngikut harga kuotanya hehe;negatif
Oct-28;Aditya.ea;1 5 mbps aja udah enak banget pemakaiannya 1 bulan ini  apalgi kalau 2mbps;positif
Oct-28;suryaJR | -arka-;Min @byu_id paket yg 10gb 20rb/10 hari kok gada yah? Katanya buat pengguna baru ada. Cek di tab reward jg gada;negatif
Oct-28;Mereka memanggil ku;Nikmat nya #AnakbyU Gak perlu takut kehabisan kuota sih tiap bulan karena unlimited cuman kalau ada Ga bagi kuota gini binggung kudu seneng atau sedih . #SemuanyaSemaunya;negatif
Oct-28;Faham;Enaknya jadi #AnakbyU itu ada pilihan paket yang kita bisa pilih kouta dan masa aktif #SemuanyaSemaunya jadi memang bisa memenuhi kebutuhan kita banget dan bisa ikut eksis juga pake provider kekinian dong;netral
Oct-28;bossy;Dan sebagai #AnakbyU kita barusan aja annive 6 bulan dan apaa? Dapet gift anniv 1 5gb ! Makin sayang gak tuh ? Pokoknya sebagai anak by.u aku  jadi #SemuanyaSemaunya ;negatif
Oct-28;ALPHA;Udah beli yang bikin nagih kemaren   eh yang 15gb 50k nongol;netral
Oct-28;Maul;Semenjak jadi #AnakbyU saya jadi tenang soal pilih kuota  karena bisa #SemuanyaSemaunya  Asli inimah by.U bkin nyaman bgt  gk nyesel dah move on ke @byu_id ituu. Aplikasinya kekinian bgt ada podcastnya  terus ada kuota unlimited 2Mbps sekarang apa sih yg gak enak dari by.U?GADA;positif
Oct-28;bossy;Aku tau by.u dari doi  doi pamer ada provider murah ga bikin jebol  kepolah aku ternyata tetangga aku pake juga @pidaaa_ yaudalah pake juga aku  by.u menemani aku kuliah zoom tiap hari pagi siang sore malem   lebih dari dia yaampun so suid bgt  kuota nya mursidah2;negatif
Oct-28;ᴮᴱann⁷ yoongi's misser;Cek dm dong ;netral
Oct-28;adi's;mending pake ini apa yg unlimited wi?;netral
Oct-28;;ga lucuuu baru semalem beli yg unlimited 140k tau gt beli yg ini aja anjeeeer <////3;netral
Oct-28;Ulik;Nikmatnya jadi #AnakbyU versi aku yg jarang main hp. 1. Semenjak adanya kuota yg bikin aman per jam  aku ga khawatir ga punya kuota karena ya aku ada kuota pas aku main hp kalo ga ya ga ada internet jd buat ga boros harganya juga pas bgt dikantong mulai 1k #SemuanyaSemaunya;negatif
Oct-28;Breakfast;Server Balaraja kabupaten Tangerang Ngelag banget lho padahal 4G kenapa ya?;negatif
Oct-28;ANAK ORANG;Sinyal serasa VIP di pantai yg belum tercemarpun juga ada sinyal  jaringan stabil  udah ada paketan unlimited juga yg bikin ngerasa bawa wifi jalan wkwkwk;netral
Oct-28;Abdullahazis;Kenapa promo nya disaat kantong lagi bokek?! ;netral
Oct-28;Mheonk;Nih tambahan baru nambah kuota lagi wkwk;netral
Oct-28;Qinoycellular;ga usah kebanyakan ngomng saya mah berdoa aja semoga saya yang menang amin;negatif
Oct-28;tata suharta;@byu_id halo min  saya ada DM tlg dibantu ya;netral
Oct-28;iiQ;Nikmatnya jadi anak #AnakbyU  internetan kenceng pakek by U  kuota nya bisa kita atur sendiri truz suka ada reward  semoga promo2 nya makin asyik..#SemuanyaSemaunya;netral
Oct-28;Uwu Phobia;Ternyata by.U banyak buzzernya wkwk;netral
Oct-28;يوسف رحمدي;Kuota masih banyak. Beli engga beli engga beli engga. Dilema akhir bulan  @byu_id;negatif
Oct-28;tasha;Enaknya jadi #AnakbyU selalu dapet kuota promo  kuota juga bisa diatur sendiri  bayarnya juga bisa pake macam-macam metode jadi nggak ribet. Kalau perlu kuota cuman buat sebentar ada banyak pilihan  pokoknya #semuanyasemaunya  mantap dah;positif
Oct-28;iyan;@byu_id isi pulsa lewat linkaja belum masuk nih min;negatif
Oct-28;Cek IG kita di @inshopishopi;Lokasi dmn ka? Mungkin pengaruh juga.. Biasanya beli paket by.u yg mana seringnya?;netral
Oct-28;sunhchn;@byu_id emng ngertiin bgt ;netral
Oct-28;Izin Jualan Ya Gan;Makanya dibaca bagus² gan. Disitu tertera Mb bukan MB.;netral
Oct-28;hanafi;Halahhh apaan nih gue yg beli cuma 25rb aja ga masuk2 ! Udah dua kali nih gini  udah komplain sana sini smpe cape sndri   dah lah ga lagi lagi;negatif
Oct-28;irma eka;Nikmatnya jadi #AnakbyU banyak reward nya speed jaringannya mantep bisa nentuin kuota #SemuanyaSemaunya ada kuota unlimitednya juga. Selalu ada promo dan kejutan pembayaran bisa milih jadi gak perlu bingung lagi. Bisa pembelian toping jugaa  ada by.U audio dan podcast Nindy;negatif
Oct-28;saff;Nikmatnya jadi anak by.U itu : 1. Koneksi internet lancar 2. Pilihan paket data banyak  bahkan bisa atur sendiri 3. Tiap 3 bulan sekali dapet hadiah kuota gratis  4. Ada rekomendasi lagu tiap hari 5. Sering dapet reward juga #AnakbyU #SemuanyaSemaunya;positif
Oct-28;Hi Ci!;By.U ga support di Palu min ;netral
Oct-28;Arip RH;Ulangi pesanan;netral
Oct-28;𝑟𝑜𝑜𝑠𖢷͎ inactive;Kuota 23gb dipake berdua sama adek yg tiap hari daring jadinya cepet abis;netral
Oct-28;fal;NIkmatnya jadi #AnakbyU adalah kuota unlimitednya yang bener2 unlimited tanpa FUP  topping aplikasi yg murah bgt  ditambah suka banget by.U ngasi kuota anniv tiap 3 bulan #SemuanyaSemaunya;positif
Oct-28;Fadilla Nuragustiani;#NAME?;positif
Oct-28;Lynzee;Jadi #AnakbyU seru bangeett Kuotanya loss tidak ada pembagian jam  wilayah ataupun jaringan. Bahkan pas di rumahku yg di gunung dan harus melewati hutan² pun sinyalnya tetep okee... Pas beli kartunya pun juga dianterin kurir sampe rumah Aku udah racunin abang  ibu dan adekku jg;negatif
Oct-28;ѕaмpaн тιмelιne;Pengalaman jadi #AnakbyU  Gak ribet lagi harus ke konter pulsa buat beli paketan  semua pembayaran lewat aplikasi M-banking & e-wallet  banyak promo yg bkin makin sayang  jaringan oke sikat miring ping ijo buat game jalan terus.. semoga jaringannya mkin ngebut yaa;positif
Oct-28;Gilabos;Pake by.U tuh lebih hemat di kantong koneksi lebih cepat #AnakbyU #SemuanyaSemaunya;negatif
Oct-28;Yunus;Nikmatnya jadi #AnakbyU itu kalau lagi butuh data yang banyak (download file besar) ga perlu khawatir abis kuota. Langsung beli aja pake 10 GB 10 RB buat sehari. Ga ada kuota berdasarkan jaringan  layanan  atau waktu. Mantap!;positif
Oct-28;nattya;#AnakbyU enak bgt pake by.u kantong pelajar banget  udah gitu kadang suka dapet kuota gratis gitu  banyak kuota toppingnya  bisa atur kuota sendiri TERUS SINYAL NYA KENCENG BGT GANGERTI LAGI APALAGI KALO BUAT DOWNLOAD SAMA STREAMING MV  AYO BERI AK KUOTA ;positif
Oct-28;- y r -;Kalo yg normal 10 GB + cuan 5 GB itu apa bedanya kuotanya? Sama aja kan? Pas banget kuota mo abis;netral
Oct-28;kamaboko gonpachiro;Cerita #AnakbyU Bisa mulai internetan dari seribu rupiah.Paket kuota atau unlimited serah kita milih sering kasih bonus buat gw terutama kuota staycation 50 GB 100 rb ini. Internetan dan kulon di rumah lancar serasa menjadi iron man cusssssss #SemuanyaSemaunya;positif
Oct-28;Abiyu Maulana;-kasian liatnya dia gabut kek jd org purba cuman scroll kanan kiri home  jadi gua mau ngasih dia hotspot dan dia kaget! haha  'seriusan lho mau hotspotin gue? tar minta ganti lagi' dan gw jawab 'yaelah santuy si gua pake by.u unlimited bener bener unlimit;netral
Oct-28;KONG JONG UNCHH;Enaknya jadi #AnakbyU kita gak usah repot mikirin kuota  kuota murah dan melimpah  banyak pilihan toppingnya  cara beli nya EZ bangett. Mau livestream kualitas HD?? Gass Mau VC sampe pagi? Gas jugaa Emang the best jadi #AnakbyU;negatif
Oct-28;Saf ً⁷;Eheheh asik promonya  @byu_id;netral
Oct-28;nattya;ka itu kuota topping yang 10 perak itu bisa buat apa aja deh? :(;netral
Oct-28;¥Nii :°};Asiiiik bismillah semoga rezeki aku  habis hari ini  butuh bngt   Asik nya jadi #AnakbyU itu saat aku beli kuota cuman 100 rb pas bngt blm abis sedang kan tmn ku pake kartu lain harga nya sama 100rb juga udh habis aja dan tentunya kuota nya lebih bnyk by u dong;netral
Oct-28;xerxlugner;Jadi anak by.U tuh serasa paling superior soalnya temen2 tidak ada yang make dan baru tau kalo ada by.U Suka nyombong kalo kuota gw lebih murah daripada temen wkw @byu_id #AnakbyU #SemuanyaSemaunya;negatif
Oct-28;Achilles;Sayang nindy  @byu_id;netral
Oct-28;zea mays;Nikmatnya jadi #AnakbyU itu bisa scroll2 #SemuanyaSemaunya tanpa takut kuota abis apalagi kalo pake paket ini  sebulan biasanya aku bisa sampe 100GB  buat download dan streaming jg aman  sering ada bonus dan promo juga  cucok bgt buat kaum rebahan hobi scroll;netral
Oct-28;Muhamad zakaria;Aku baru bergabung dengan by'u sejak 02 juni 2020 langsung jatuh cinta sama ini provider  selain mengerti kubutuhan anak muda dan sinyal yg stabil khas telkomsel  dan harga pun termasuk murah  Terimakasih by^u jangan pernah berubah ya #AnakbyU #SemuanyaSemaunya;positif
Oct-28;ri;Nikmatnya jadi #anakbyU adalah harganya yg cocok dikantongku sebagai mahasiswa yg uang jajannya pas-pasan dan udah gitu kuotanya yg unlimited apalagi dimasa pandemi skr ini pemakaian data 2x lipat dari biasanya gara2 dirumah aja  gara2 by.U #SemuanyaSemaunya cont;positif
Oct-28;Aditya;"Awalnyaa cuman liat temen ngestory pake @byu_id   terus jadi kepikiran ""kayaknya bagus juga nih by.U""   searching di google & youtube tentang review pake by.U   ngeliat paket Yang Bikin Makin Aman Jaya   jadi tambah pengen   langsung cuss order kartunya lewat app";positif
Oct-28;Haekal jibran;Gak ada masa aktif kartunya jadi aku tuh udah pernah lupa isi pulsa dan kartunya hangus  tapi provider by.u tidak ada masa aktif kartunya #AnakbyU #SemuanyaSemaunya;negatif
Oct-28;𝗚𝗼𝘁𝗰𝗵𝗮;yaah nindy kok cuma hari ini aja kuotanyaaaa adain bulan depan lagi dong;negatif
Oct-28;FLOWERUN98;Senyaman itu pake @byu_id   jadi #AnakbyU udah hampir setahun dan yg ku rasain tu emg yg #SemuanyaSemaunya gitu lo gatau knp secinta itu weyyy sama by.U apalagi sinyalnya beuhh  mo ujan mo gluduk mo petir menyambar  sinyalnya tetep bagus lo gila beut emg by.U mah;netral
Oct-28;indah;kuota aku kemaren habis trus dpt monthsarry dr byu  trus bingung pas cek di reward kok ada kuota traktiran  dan skrg karna kuota aku mau habis plis min kasi ke aku uang jajan terlockdownn;negatif
Oct-28;Jefry Gunawan;Kalau setiap bulan dikasih promo-promo kece badaii  yang pastinya banyak dan murah  Nikmat mana yang kau dustakan Aplg covid kyk ini tidak ada pmasukan  jd mantep bgt bwt aku yang cari cuan dari jualan kartu By.U  yang pnting ada pemasukan buat jajan #AnakbyU #SemuanyaSemaunya;netral
Oct-28;Rio Dejenairo;Enaknya jd #AnakbyU itu banyak promo nya  kadang suka baik bagiin kuota gratis hehe. Bisa beli kuota dan dan ngatur sendiri sesuai budget #SemuanyaSemaunya  banyak pilihan topping sesuai kebutuhan dengan harga yang pas di kantong. Memang by.u paling the best lah.;positif
Oct-28;𝐓𝐚𝐬.;Emang jadi #AnakbyU tuh #SemuanyaSemaunya ga nyesel sama sekali;negatif
Oct-28;Siapa Itu;KUOTAKU HABIS TERUS GEGARA SINYAL BY.U LANCAR TERUS.;netral
Oct-28;𝐓𝐚𝐬.;Dan akhirnya skrg aku kembali ke byu beberapa hari yg lalu temenku juga beli byu  dan kemarin mamaku jg aku beliin byu;netral
Oct-28;Andrew Lie;Apa toh bedanya pake kartu kartu byu liveon switch dengan induknya telkomsel xl gitu gitu???;netral
Oct-28;FLOWERUN98;Nikmatnya jadi #AnakbyU itu seru bgt asli. Kuota apa aja yg #SemuanyaSemaunya itu ada weyyy ga main² emg @byu_id  udah kuotanya bebas milih  sinyalnya pun kenceng bgt (pake roket kalik ya) enak deh pokoknya pake by.U;positif
Oct-28;J;tertarik jadi #AnakByU biar dpt #SemuanyaSemaunya karena murah tapi kuota kaga dibatesin dan banyak pula alias gua aja yg miskin make @byu_id kalo kaya mah telkomsel-an.. HAHA~;positif
Oct-28;𝓐𝓷𝓰𝓰𝓪 𝓙. 𝓑𝓪𝓽𝓪𝓻𝓪;Mantap nih Promo Long Weekend dari @byu_id;positif
Oct-28;Anggara Arif N;Cie @byu_id penasaran nih ye Jadi nikmatnya jadi #AnakbyU itu ngk ada blankspot sinyal ( ya iyalah  Pake sinyal Telkomsel )  harga kuotanya relatif murah dan bisa pilih toping  lalu ada paket #SemuanyaSemaunya dan yg paling nikmat itu pas By.u aniv Dapet kuota gratis. ;positif
Oct-28;nera!;jadi #AnakbyU sejak Januari  kuotanya gak pelit & harga terjangkau bgt untuk segala kalangan  paling seneng karena bisa pilih nomor sendiri langsung besoknya bisa diambil & diaktifin  ga ribet. akhir kata  sekeluarga jadi pake By.U semua karena bisa fleksibel sesuai kebutuhan♡;negatif
Oct-28;Jefri;Enaknya Jadi #AnakbyU  itu bisa pilih pilih paket yang sesuai dengan selera & banyak banget pilihan paketnya   byU provider kekinian yang bisa bikin nyaman & bebasin kita buat nyesuaiin paket yg kita mau sesuai kebutuhan kita.;positif
Oct-28;sya;Paketnya murah pas bgt buat anak kos  terus misal lgi di rumah krn ada wifi bisa beli topping aja jdi gak usah takut klo keluar rumah gak bisa bales whatsapp mama  tiap 3 bulan dapet gift juga manis bgtt uwww;negatif
Oct-28;boniefasius barreta kusuma;Nikmatnya jadi #AnakbyU tu tidak bisa bisa diungkapkan dengan kata-kata  kalian harus coba sendiri lah.;negatif
Oct-28;Ms.Jeon;Speed nya brp Mbps nih ?;netral
Oct-28;lil' lion;Nikmat jadi #AnakbyU ? Jelaslahh ga khawatir sama internet speed dan harga pastinya xixi. Sering dapet reward lagi Juga  bisa dipake vcall sm doi ga patah2 Kulon juga lancarrrr  saking lancarnya cepet abis ni kuota #SemuanyaSemaunya;positif
Oct-28;Cupai;Aku maen pubg  ml  lol  lancar lancar aja alhamdulillah;netral
Oct-28;EL;nikmatnya jadi #AnakbyU yang pasti lebih terjangkau harganya  udah gitu jaringannya kenceng.  tiap 3 bulan sekali  eike dapet free kuota anniversary dong.  daaannn.. kalo kuota utama habis  bisa pake kuota toping buat Twitteran/Instagraman yg harganya aman di kantong. ;netral
Oct-28;Ejaa;Provider terbaik sejauh ini  karena selain bisa pilih kuota semaunya  sinyal nya juga aman jaya #AnakbyU #SemuanyaSemaunya;positif
Oct-28;kaum forget;tergantung SItuasi KONdisi TOLeransi PANdangan & JANGkauan jg sih gua game itu jg ping kuning mele;positif
Oct-28;Mardiani;Terlebih lagi kalo kita share link refferal kita buat org yg mau pakai by.U dapet kompensasi 2 GB buat si pemilik kode ama yang pakai kode dong  enak bener suerrrr  sinyal kenceng kuota hemat  Anzayyyani #AnakbyU #SemuanyaSemaunya;positif
Oct-28;kaum forget;kan buangke ;netral
Oct-28;Henggar aji;Udah beli nih  tp tolong ping buat game nya dong :( Buat sosmed lancar buat game ping tinggi terus;positif
Oct-28;Namanyaitu;Nikmatnya jadi anakbyu  tadi subuh dikasih tau @mangatanirmala hari ini ada kuota 50GB langsung kuuy  tapi kalo nindy mau ngasih 25gb lagi wuaah senengnya berkali-kali lipat;netral
Oct-28;Mardiani;Nikmatnya jadi anak by.U versi gue enak bgt bisa pilih topping kuota yang sesuai dengan kebutuhan kita. Ini dari waktu ke waktu banyak promo terus ya  dulu kan 50 ribu dapat 10 GB sekarang dpt 15 GB  untung banget dapet cuan 5 GB #AnakbyU #SemuanyaSemaunya;positif
Oct-28;mi.ffah;#SemuanyaSemaunya  paket data pilihan by.u bikin aman kantong  ;netral
Oct-28;meee_;by.u itu sering banget kasih diskonnan harga  kasih kejutan dan harganya bersahabat sama kantong ku ini huhu makasihhh min @byu_id;positif
Oct-28;Rifqi Arief;Ah... Naruhodo... Semoga kasusnya cuma delay aja ya gan...;negatif
